,name,photo,birthday,url,player_id,teams
4845,Aílton,https://tmssl.akamaized.net/images/portrait/header/default.jpg,29/05/1956,/ailton/profil/spieler/785298,785298,[8718]
4846,Marco Antonio,https://tmssl.akamaized.net/images/portrait/header/default.jpg,20/08/1963,/marco-antonio/profil/spieler/555090,555090,[8718]
4847,Augusto,https://tmssl.akamaized.net/images/portrait/header/default.jpg,1/07/1967,/augusto/profil/spieler/785324,785324,[8718]
4848,Neco,https://tmssl.akamaized.net/images/portrait/header/default.jpg,8/02/1964,/neco/profil/spieler/785325,785325,[8718]
4849,Ribamar,https://tmssl.akamaized.net/images/portrait/header/default.jpg,10/11/1962,/ribamar/profil/spieler/785326,785326,[8718]
4850,Vagner Tadeo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,16/10/1962,/vagner-tadeo/profil/spieler/785328,785328,[8718]
4851,Zico,https://tmssl.akamaized.net/images/portrait/header/default.jpg,18/08/1963,/zico/profil/spieler/785331,785331,[8718]
4852,Édson Silva,https://tmssl.akamaized.net/images/portrait/header/default.jpg,12/04/1959,/edson-silva/profil/spieler/785333,785333,[8718]
4853,Richard,https://tmssl.akamaized.net//bilder/spielerfotos/s_159893_585_2010_1.jpg,1/03/1991,/richard/profil/spieler/159893,159893,"[2029, 309]"
4854,Matheus Cabral,https://tmssl.akamaized.net/images/portrait/header/default.jpg,3/08/1998,/matheus-cabral/profil/spieler/601210,601210,[2029]
4855,Luiz Otávio,https://tmssl.akamaized.net/images/portrait/header/265693-1560851549.jpg,14/09/1988,/luiz-otavio/profil/spieler/265693,265693,"[2029, 3319, 16441]"
4856,Alyson,https://tmssl.akamaized.net/images/portrait/header/default.jpg,5/04/1996,/alyson/profil/spieler/592364,592364,"[2029, 21829, 3319]"
4857,Marthã,https://tmssl.akamaized.net/images/portrait/header/default.jpg,20/06/1997,/martha/profil/spieler/598972,598972,[2029]
4858,Fernando Sobral,https://tmssl.akamaized.net/images/portrait/header/default.jpg,17/12/1994,/fernando-sobral/profil/spieler/350342,350342,"[2029, 15172, 3319, 16441]"
4859,Ricardinho,https://tmssl.akamaized.net/images/portrait/header/225912-1561449194.png,15/12/1986,/ricardinho/profil/spieler/225912,225912,"[2029, 1134]"
4860,Thiaguinho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,13/08/1993,/thiaguinho/profil/spieler/752627,752627,[2029]
4861,Rick,https://tmssl.akamaized.net/images/portrait/header/default.jpg,2/09/1999,/rick/profil/spieler/645955,645955,[2029]
4862,Cléber,https://tmssl.akamaized.net/images/portrait/header/default.jpg,22/10/1996,/cleber/profil/spieler/645600,645600,[2029]
4863,Lucas França,https://tmssl.akamaized.net/images/portrait/header/418615-1534845541.jpg,19/01/1996,/lucas-franca/profil/spieler/418615,418615,"[2029, 609]"
4864,Valdo,https://tmssl.akamaized.net/images/portrait/header/441762-1561448245.jpg,10/02/1992,/valdo/profil/spieler/441762,441762,[2029]
4865,João Lucas,https://tmssl.akamaized.net/images/portrait/header/default.jpg,8/06/1991,/joao-lucas/profil/spieler/346051,346051,"[2029, 15172, 609, 1134, 4064, 6347]"
4866,Mateus Farias,https://tmssl.akamaized.net/images/portrait/header/default.jpg,2/09/2000,/mateus-farias/profil/spieler/722460,722460,[2029]
4867,Cristóvam,https://tmssl.akamaized.net/images/portrait/header/default.jpg,25/07/1990,/cristovam/profil/spieler/278402,278402,"[2029, 309, 1755]"
4868,Matheus Bezerra Lira,https://tmssl.akamaized.net/images/portrait/header/default.jpg,19/01/1998,/matheus-bezerra-lira/profil/spieler/590357,590357,[2029]
4869,Willian Popp,https://tmssl.akamaized.net/images/portrait/header/default.jpg,13/04/1994,/willian-popp/profil/spieler/363842,363842,"[2029, 4064, 3330]"
4870,Romário,https://tmssl.akamaized.net/images/portrait/header/211999-1561448333.jpg,27/10/1992,/romario/profil/spieler/211999,211999,[2029]
4871,Luis David,https://tmssl.akamaized.net/images/portrait/header/default.jpg,23/02/2001,/luis-david/profil/spieler/692935,692935,[2029]
4872,Patrick William,https://tmssl.akamaized.net/images/portrait/header/560903-1561450918.jpg,3/06/1997,/patrick-william/profil/spieler/560903,560903,"[2029, 5677]"
4873,Richardson,https://tmssl.akamaized.net/images/portrait/header/145573-1561449082.jpg,17/08/1991,/richardson/profil/spieler/145573,145573,"[2029, 1751]"
4874,Emerson Santos,https://tmssl.akamaized.net/images/portrait/header/default.jpg,3/08/1996,/emerson-santos/profil/spieler/538049,538049,[2029]
4875,Javier Reina,https://tmssl.akamaized.net/images/portrait/header/73095-1561451294.jpg,4/01/1989,/javier-reina/profil/spieler/73095,73095,"[2029, 609, 2125, 3270]"
4876,Kendy,https://tmssl.akamaized.net/images/portrait/header/default.jpg,1/06/1999,/kendy/profil/spieler/617700,617700,[2029]
4877,Jown Cardona,https://tmssl.akamaized.net/images/portrait/header/380700-1582819680.jpg,9/01/1995,/jown-cardona/profil/spieler/380700,380700,[2029]
4878,Alex Amado,https://tmssl.akamaized.net/images/portrait/header/386392-1471628369.jpg,29/04/1987,/alex-amado/profil/spieler/386392,386392,[2029]
4879,Luidy,https://tmssl.akamaized.net/images/portrait/header/434052-1522241444.jpg,21/07/1996,/luidy/profil/spieler/434052,434052,"[2029, 4064, 11449, 8433, 1693]"
4880,Robinho,https://tmssl.akamaized.net/images/portrait/header/347184-1583693024.jpg,19/01/1995,/robinho/profil/spieler/347184,347184,[2029]
4881,Eduardo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,20/05/1999,/eduardo/profil/spieler/530644,530644,[2029]
4882,Diego Almeida,https://tmssl.akamaized.net/images/portrait/header/default.jpg,28/09/1995,/diego-almeida/profil/spieler/532901,532901,[2029]
4883,Túlio,https://tmssl.akamaized.net/images/portrait/header/default.jpg,3/03/1995,/tulio/profil/spieler/520487,520487,[2029]
4884,Tiago Cametá,https://tmssl.akamaized.net/images/portrait/header/261452-1543584956.jpg,5/05/1992,/tiago-cameta/profil/spieler/261452,261452,"[2029, 2035, 1134, 10560, 5677]"
4885,João Marcos,https://tmssl.akamaized.net//bilder/spielerfotos/s_92349_2029_2012_2.jpg,24/06/1981,/joao-marcos/profil/spieler/92349,92349,[2029]
4886,Rafinha,https://tmssl.akamaized.net/images/portrait/header/default.jpg,4/03/1997,/rafinha/profil/spieler/520750,520750,"[2029, 17561]"
4887,Rafael Costa,https://tmssl.akamaized.net//bilder/spielerfotos/s_75151_4064_2012_1.jpg,23/08/1987,/rafael-costa/profil/spieler/75151,75151,"[2029, 2035, 1134, 4064, 3330, 1755, 11449, 9030]"
4888,Wallace Pernambucano,https://tmssl.akamaized.net/images/portrait/header/default.jpg,4/02/1987,/wallace-pernambucano/profil/spieler/520488,520488,"[2029, 2646, 1751, 10560]"
4889,Douglas Dias,https://tmssl.akamaized.net//bilder/spielerfotos/s_76185_17561_2012_1.jpg,13/10/1987,/douglas-dias/profil/spieler/76185,76185,"[2029, 10870, 2125, 17561]"
4890,André Paulino,https://tmssl.akamaized.net//bilder/spielerfotos/s_265645_17776_2012_1.jpg,14/03/1985,/andre-paulino/profil/spieler/265645,265645,"[2029, 17776]"
4891,Charles,https://tmssl.akamaized.net//bilder/spielerfotos/s_212221_3330_2010_2.jpg,26/04/1988,/charles/profil/spieler/212221,212221,"[2029, 309]"
4892,Douglas Marques,https://tmssl.akamaized.net//bilder/spielerfotos/s_76105_4064_2012_1.jpg,18/05/1985,/douglas-marques/profil/spieler/76105,76105,"[2029, 4064, 8698, 7478, 291, 21829]"
4893,Lucas Gomes,https://tmssl.akamaized.net/images/portrait/header/default.jpg,16/01/1996,/lucas-gomes/profil/spieler/458404,458404,"[2029, 10870]"
4894,Sanchez Costa,https://tmssl.akamaized.net/images/portrait/header/375241-1567711151.jpg,28/09/1995,/sanchez-costa/profil/spieler/375241,375241,"[2029, 4064, 4906]"
4895,Maicon Silva,https://tmssl.akamaized.net/images/portrait/header/default.jpg,22/05/1988,/maicon-silva/profil/spieler/214906,214906,"[2029, 2125, 7178, 6347, 10560, 1693, 17561, 20092]"
4896,Buiú,https://tmssl.akamaized.net/images/portrait/header/default.jpg,27/04/1996,/buiu/profil/spieler/375242,375242,[2029]
4897,Marino,https://tmssl.akamaized.net/images/portrait/header/183893-1483474757.jpeg,18/02/1986,/marino/profil/spieler/183893,183893,"[2029, 15172, 2646, 291, 28022, 3319, 16441]"
4898,Ricardinho,https://tmssl.akamaized.net//bilder/spielerfotos/s_212219_3330_2012_1.jpg,10/06/1985,/ricardinho/profil/spieler/212219,212219,"[2029, 4064, 3330, 7178]"
4899,Caio César,https://tmssl.akamaized.net/images/portrait/header/default.jpg,17/05/1997,/caio-cesar/profil/spieler/441331,441331,[2029]
4900,Rafinha,https://tmssl.akamaized.net/images/portrait/header/default.jpg,18/08/1992,/rafinha/profil/spieler/369232,369232,[2029]
4901,William Henrique,https://tmssl.akamaized.net//bilder/spielerfotos/s_166612_8698_2010_3.jpg,28/01/1992,/william-henrique/profil/spieler/166612,166612,"[2029, 2125, 3330, 8698, 1693, 20092]"
4902,Assissinho,https://tmssl.akamaized.net//bilder/spielerfotos/s_147425_1755_2010_1.jpg,28/07/1987,/assissinho/profil/spieler/147425,147425,"[2029, 10870, 1755, 11449, 16441]"
4903,Luis Carlos,https://tmssl.akamaized.net//bilder/spielerfotos/s_54338_309_2012_2.jpg,28/07/1987,/luis-carlos/profil/spieler/54338,54338,"[2029, 309, 4064, 10492, 21829, 5677]"
4904,Gustavo Alves,https://tmssl.akamaized.net//bilder/spielerfotos/s_177560_2029_2012_1.jpg,11/04/1994,/gustavo-alves/profil/spieler/177560,177560,[2029]
4905,Douglas Borges,https://tmssl.akamaized.net/images/portrait/header/default.jpg,30/03/1990,/douglas-borges/profil/spieler/101667,101667,"[2029, 8294]"
4906,Gilvan,https://tmssl.akamaized.net/images/portrait/header/default.jpg,10/11/1989,/gilvan/profil/spieler/347079,347079,"[2029, 15172, 1134, 6347]"
4907,Thiago Carvalho,https://tmssl.akamaized.net//bilder/spielerfotos/s_80155_17561_2012_1.jpg,24/06/1988,/thiago-carvalho/profil/spieler/80155,80155,"[2029, 609, 5677, 17561]"
4908,Alan,https://tmssl.akamaized.net/images/portrait/header/386556-1536349827.png,7/04/1991,/alan/profil/spieler/386556,386556,[2029]
4909,Ricardo Conceição,https://tmssl.akamaized.net//bilder/spielerfotos/s_75066_309_2012_3.jpg,16/07/1984,/ricardo-conceicao/profil/spieler/75066,75066,"[2029, 17776, 2125, 309, 1134, 7478, 291]"
4910,Sandro Manoel,https://tmssl.akamaized.net//bilder/spielerfotos/s_70119_609_2010_1.jpg,23/07/1988,/sandro-manoel/profil/spieler/70119,70119,"[2029, 609, 1785, 3270, 17561, 3334]"
4911,Michel,https://tmssl.akamaized.net//bilder/spielerfotos/s_76068_2125_2012_2.jpg,8/06/1981,/michel/profil/spieler/76068,76068,"[2029, 2125]"
4912,Carlão,https://tmssl.akamaized.net//bilder/spielerfotos/s_133329_15172_2010_2.jpg,28/04/1989,/carlao/profil/spieler/133329,133329,"[2029, 15172, 1751, 28022, 21599]"
4913,Eusébio,https://tmssl.akamaized.net//bilder/spielerfotos/s_76184_2029_2012_2.jpg,22/09/1985,/eusebio/profil/spieler/76184,76184,"[2029, 10870, 15172, 3330, 3270]"
4914,Éverton,https://tmssl.akamaized.net//bilder/spielerfotos/s_211301_2029_2012_2.jpg,30/03/1992,/everton/profil/spieler/211301,211301,"[2029, 11449]"
4915,Eloir,https://tmssl.akamaized.net/images/portrait/header/default.jpg,7/09/1987,/eloir/profil/spieler/346868,346868,"[2029, 3319]"
4916,Jean Cleber,https://tmssl.akamaized.net/images/portrait/header/187697-1560104692.png,29/04/1990,/jean-cleber/profil/spieler/187697,187697,"[2029, 18545, 3270, 1751, 17561]"
4917,Eninho,https://tmssl.akamaized.net/images/portrait/header/151069-1567281501.jpg,16/05/1981,/eninho/profil/spieler/151069,151069,"[2029, 291]"
4918,Luiz Henrique,https://tmssl.akamaized.net//bilder/spielerfotos/s_200289_2029_2012_1.jpg,11/10/1992,/luiz-henrique/profil/spieler/200289,200289,[2029]
4919,Alan,https://tmssl.akamaized.net/images/portrait/header/default.jpg,20/08/1994,/alan/profil/spieler/347845,347845,"[2029, 21599]"
4920,Heré,https://tmssl.akamaized.net/images/portrait/header/default.jpg,20/06/1994,/here/profil/spieler/357145,357145,"[2029, 1784]"
4921,Fabinho,https://tmssl.akamaized.net//bilder/spielerfotos/s_115552_7178_2012_1.jpg,7/09/1983,/fabinho/profil/spieler/115552,115552,"[2029, 609, 3330, 7178, 10247, 1755, 5677, 1693, 7209]"
4922,Rodrigo Silva,https://tmssl.akamaized.net//bilder/spielerfotos/s_44173_7209_2012_1.jpg,15/06/1983,/rodrigo-silva/profil/spieler/44173,44173,"[2029, 7178, 10560, 7209]"
4923,Robério,https://tmssl.akamaized.net//bilder/spielerfotos/s_278729_2029_2012_1.jpg,16/09/1994,/roberio/profil/spieler/278729,278729,"[2029, 10560]"
4924,Muller Fernandes,https://tmssl.akamaized.net/images/portrait/header/383538-1540939138.jpeg,14/03/1989,/muller-fernandes/profil/spieler/383538,383538,"[2029, 22952, 1753]"
4925,Alex Lima,https://tmssl.akamaized.net//bilder/spielerfotos/s_186952_2035_2012_1.jpg,2/10/1988,/alex-lima/profil/spieler/186952,186952,"[2029, 2035, 10247, 8698]"
4926,Vitor dos Santos,https://tmssl.akamaized.net/images/portrait/header/default.jpg,2/07/1995,/vitor-dos-santos/profil/spieler/347848,347848,[2029]
4927,Caio,https://tmssl.akamaized.net/images/portrait/header/default.jpg,29/07/1995,/caio/profil/spieler/347846,347846,[2029]
4928,Marcus Vinícius,https://tmssl.akamaized.net/images/portrait/header/default.jpg,6/01/1986,/marcus-vinicius/profil/spieler/347183,347183,"[2029, 1751]"
4929,Carlos Alberto,https://tmssl.akamaized.net/images/portrait/header/default.jpg,31/08/1995,/carlos-alberto/profil/spieler/348200,348200,[2029]
4930,Duylio,https://tmssl.akamaized.net/images/portrait/header/default.jpg,15/01/1992,/duylio/profil/spieler/28147,28147,"[2029, 2125]"
4931,Romulo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,9/02/1996,/romulo/profil/spieler/347847,347847,[2029]
4932,Wenderson,https://tmssl.akamaized.net/images/portrait/header/default.jpg,19/05/1992,/wenderson/profil/spieler/85572,85572,"[2029, 10870, 609, 2863]"
4933,Gabriel Ceará,https://tmssl.akamaized.net//bilder/spielerfotos/s_249950_2029_2012_1.jpg,22/04/1995,/gabriel-ceara/profil/spieler/249950,249950,"[2029, 7178]"
4934,Dionantan,https://tmssl.akamaized.net//bilder/spielerfotos/s_149578_2029_2012_2.jpg,17/02/1985,/dionantan/profil/spieler/149578,149578,"[2029, 16441]"
4935,Renan Luís,https://tmssl.akamaized.net//bilder/spielerfotos/s_175238_291_2012_1.jpg,20/08/1990,/renan-luis/profil/spieler/175238,175238,"[2029, 1134, 1751, 291, 3319]"
4936,Eric,https://tmssl.akamaized.net//bilder/spielerfotos/s_233632_2029_2012_1.jpg,23/07/1984,/eric/profil/spieler/233632,233632,"[2029, 7178, 21829, 17561, 20092]"
4937,Régis Silva,https://tmssl.akamaized.net//bilder/spielerfotos/s_101240_1066_2012_1.jpg,20/11/1989,/regis-silva/profil/spieler/101240,101240,"[2029, 10870, 15172]"
4938,Galiardo,https://tmssl.akamaized.net//bilder/spielerfotos/s_75375_20092_2010_1.jpg,18/05/1985,/galiardo/profil/spieler/75375,75375,"[2029, 1134, 2646, 1751, 291, 10560, 15064, 20092]"
4939,Diogo Orlando,https://tmssl.akamaized.net//bilder/spielerfotos/s_101250_2029_2012_1.jpg,4/12/1983,/diogo-orlando/profil/spieler/101250,101250,"[2029, 2035, 10247, 291, 3319]"
4940,Foguinho,https://tmssl.akamaized.net/images/portrait/header/268572-1510323252.jpg,15/06/1992,/foguinho/profil/spieler/268572,268572,"[2029, 7178, 21829, 16441]"
4941,Lucas Mineiro,https://tmssl.akamaized.net//bilder/spielerfotos/s_176218_2029_2012_2.jpg,16/06/1992,/lucas-mineiro/profil/spieler/176218,176218,"[2029, 2125]"
4942,Igor Eloy,https://tmssl.akamaized.net/images/portrait/header/283747-1508837930.jpg,7/02/1993,/igor-eloy/profil/spieler/283747,283747,[2029]
4943,Alan Pinheiro,https://tmssl.akamaized.net//bilder/spielerfotos/s_223556_9598_2013_07_26_1.jpg,13/05/1992,/alan-pinheiro/profil/spieler/223556,223556,"[2029, 2125, 6347]"
4944,Macena,https://tmssl.akamaized.net//bilder/spielerfotos/s_213831_2029_2012_1.jpg,25/02/1989,/macena/profil/spieler/213831,213831,"[2029, 1755, 10492, 21599]"
4945,Adriano Pardal,https://tmssl.akamaized.net//bilder/spielerfotos/s_68851_2029_2012_1.jpg,13/06/1987,/adriano-pardal/profil/spieler/68851,68851,"[2029, 2125, 1751, 7209]"
4946,Pingo,https://tmssl.akamaized.net//bilder/spielerfotos/s_214147_2029_2012_1.jpg,10/01/1991,/pingo/profil/spieler/214147,214147,"[2029, 18545, 1785, 1751, 11449, 7209]"
4947,Adílson,https://tmssl.akamaized.net//bilder/spielerfotos/s_75913_2029_2012_1.jpg,28/05/1974,/adilson/profil/spieler/75913,75913,"[2029, 7478]"
4948,Fabrício,https://tmssl.akamaized.net//bilder/spielerfotos/s_101346_2029_2010_2.jpg,8/10/1980,/fabricio/profil/spieler/101346,101346,"[2029, 10870]"
4949,Erivélton,https://tmssl.akamaized.net//bilder/spielerfotos/s_101339_2029_2010_4.jpg,2/04/1978,/erivelton/profil/spieler/101339,101339,"[2029, 10870]"
4950,Daniel Marques,https://tmssl.akamaized.net//bilder/spielerfotos/s_54411_2029_2012_1.jpg,11/07/1983,/daniel-marques/profil/spieler/54411,54411,"[2029, 15172, 309, 8698, 11449]"
4951,Dener,https://tmssl.akamaized.net//bilder/spielerfotos/s_192503_2029_2012_1.jpg,17/09/1994,/dener/profil/spieler/192503,192503,[2029]
4952,Jailton,https://tmssl.akamaized.net/images/portrait/header/default.jpg,13/04/1993,/jailton/profil/spieler/252030,252030,[2029]
4953,Boiadeiro,https://tmssl.akamaized.net//bilder/spielerfotos/s_104248_3330_2012_1.jpg,24/09/1984,/boiadeiro/profil/spieler/104248,104248,"[2029, 10870, 2863, 3330, 3270]"
4954,Jardel,https://tmssl.akamaized.net//bilder/spielerfotos/s_20384_2029_2012_1.jpg,27/01/1983,/jardel/profil/spieler/20384,20384,"[2029, 609, 7478, 17561]"
4955,Dassayev,https://tmssl.akamaized.net/images/portrait/header/default.jpg,4/03/1993,/dassayev/profil/spieler/251517,251517,[2029]
4956,Leandro Chaves,https://tmssl.akamaized.net//bilder/spielerfotos/s_53566_2029_2012_1.jpg,19/04/1984,/leandro-chaves/profil/spieler/53566,53566,"[2029, 4064, 3270, 3973, 15656]"
4957,Thiaguinho,https://tmssl.akamaized.net//bilder/spielerfotos/s_127641_2029_2012_1.jpg,12/05/1984,/thiaguinho/profil/spieler/127641,127641,"[2029, 15172, 3973, 11449, 7209]"
4958,Bruninho,https://tmssl.akamaized.net//bilder/spielerfotos/s_151217_1751_2012_1.jpg,8/02/1990,/bruninho/profil/spieler/151217,151217,"[2029, 609, 2125]"
4959,Geovane,https://tmssl.akamaized.net//bilder/spielerfotos/s_175033_1784_2012_1.jpg,23/04/1990,/geovane/profil/spieler/175033,175033,"[2029, 1134, 3973, 16441]"
4960,Beberibe,https://tmssl.akamaized.net/images/portrait/header/default.jpg,7/10/1994,/beberibe/profil/spieler/250402,250402,[2029]
4961,Marcelo Nicácio,https://tmssl.akamaized.net//bilder/spielerfotos/s_67837_6347_2012_2.jpg,5/01/1983,/marcelo-nicacio/profil/spieler/67837,67837,"[2029, 10870, 2125, 4064, 1751, 6347, 17561, 16441]"
4962,Itamar,https://tmssl.akamaized.net//bilder/spielerfotos/s_13815_1751_2012_1.jpg,12/04/1980,/itamar/profil/spieler/13815,13815,"[2029, 1693]"
4963,Cléber,https://tmssl.akamaized.net//bilder/spielerfotos/s_124178_1751_2012_1.jpg,9/07/1983,/cleber/profil/spieler/124178,124178,"[2029, 1751, 8433]"
4964,Romano,https://tmssl.akamaized.net//bilder/spielerfotos/s_60488_2029_2010_1.jpg,10/11/1987,/romano/profil/spieler/60488,60488,"[2029, 2035, 3330, 10247, 10492, 7209]"
4965,Patrick,https://tmssl.akamaized.net//bilder/spielerfotos/s_107029_2029_2010_1.jpg,19/07/1983,/patrick/profil/spieler/107029,107029,"[2029, 2646, 291, 3973]"
4966,Murilo,https://tmssl.akamaized.net//bilder/spielerfotos/s_101205_7209_2010_1.jpg,5/01/1984,/murilo/profil/spieler/101205,101205,"[2029, 15172, 309, 1134, 3330, 7209, 15064]"
4967,Careca,https://tmssl.akamaized.net//bilder/spielerfotos/s_68807_2029_2010_1.jpg,30/10/1980,/careca/profil/spieler/68807,68807,"[2029, 10870, 1755, 15064]"
4968,Geraldo,https://tmssl.akamaized.net//bilder/spielerfotos/s_56975_16441_2012_1.jpg,6/02/1974,/geraldo/profil/spieler/56975,56975,"[2029, 10870, 2125, 2646, 16441]"
4969,Luizinho,https://tmssl.akamaized.net//bilder/spielerfotos/s_116048_2029_2012_1.jpg,16/02/1988,/luizinho/profil/spieler/116048,116048,"[2029, 7014]"
4970,Paulinho,https://tmssl.akamaized.net//bilder/spielerfotos/s_208097_2029_2010_1.jpg,2/01/1992,/paulinho/profil/spieler/208097,208097,[2029]
4971,Katê,https://tmssl.akamaized.net//bilder/spielerfotos/s_177541_2029_2010_2.jpg,16/09/1991,/kate/profil/spieler/177541,177541,"[2029, 1751]"
4972,Derley,https://tmssl.akamaized.net/images/portrait/header/189516-1548259391.jpg,29/12/1987,/derley/profil/spieler/189516,189516,[2029]
4973,Preto,https://tmssl.akamaized.net//bilder/spielerfotos/s_112482_11449_2012_1.jpg,9/07/1986,/preto/profil/spieler/112482,112482,"[2029, 3270, 11449, 28022, 16441]"
4974,Gian Lucas,https://tmssl.akamaized.net//bilder/spielerfotos/s_151362_2029_2010_1.jpg,31/08/1993,/gian-lucas/profil/spieler/151362,151362,[2029]
4975,Elvis Gabriell,https://tmssl.akamaized.net//bilder/spielerfotos/s_151347_2029_2012_1.jpg,4/03/1992,/elvis-gabriell/profil/spieler/151347,151347,[2029]
4976,Thyago Fernandes,https://tmssl.akamaized.net//bilder/spielerfotos/s_76124_2029_2010_1.jpg,5/12/1985,/thyago-fernandes/profil/spieler/76124,76124,"[2029, 309, 5677]"
4977,Jorge Henrique,https://tmssl.akamaized.net//bilder/spielerfotos/s_101461_5677_2010_1.jpg,29/10/1982,/jorge-henrique/profil/spieler/101461,101461,"[2029, 15172, 2125, 5677]"
4978,Marcos Pimentel,https://tmssl.akamaized.net//bilder/spielerfotos/s_76846_8698_2010_3.jpg,26/08/1983,/marcos-pimentel/profil/spieler/76846,76846,"[2029, 1785, 10247, 8698]"
4979,Arlindo Maracanã,https://tmssl.akamaized.net//bilder/spielerfotos/s_75143_2029_2010_1.jpg,2/10/1978,/arlindo-maracana/profil/spieler/75143,75143,"[2029, 2035, 3319]"
4980,Júnior Cearense,https://tmssl.akamaized.net//bilder/spielerfotos/s_76194_2029_2010_1.jpg,19/11/1977,/junior-cearense/profil/spieler/76194,76194,"[2029, 10870]"
4981,Vandinho,https://tmssl.akamaized.net//bilder/spielerfotos/s_75386_2029_2010_1.jpg,10/07/1980,/vandinho/profil/spieler/75386,75386,"[2029, 309, 291]"
4982,Clodoaldo,https://tmssl.akamaized.net//bilder/spielerfotos/s_149574_2029_2010_2.jpg,28/12/1978,/clodoaldo/profil/spieler/149574,149574,[2029]
4983,Jean Carlos,https://tmssl.akamaized.net//bilder/spielerfotos/s_54311_4064_2012_1.jpg,17/03/1984,/jean-carlos/profil/spieler/54311,54311,"[2029, 17776, 4064, 3330]"
4984,Kempes,https://tmssl.akamaized.net//bilder/spielerfotos/s_79950_672_2013_03_08_1.jpg,3/08/1982,/kempes/profil/spieler/79950,79950,"[2029, 17776, 2863, 3330, 10247, 3270]"
4985,Wellington Amorim,https://tmssl.akamaized.net//bilder/spielerfotos/s_68608_2029_2010_1.jpg,23/01/1977,/wellington-amorim/profil/spieler/68608,68608,"[2029, 10870, 4064, 291, 3334]"
4986,Rómulo,https://tmssl.akamaized.net//bilder/spielerfotos/s_25518_2029_2010_1.jpg,26/08/1976,/romulo/profil/spieler/25518,25518,"[2029, 10870]"
4987,Marcelo Bonan,https://tmssl.akamaized.net//bilder/spielerfotos/E/u/s_52641_2029_2008_1.jpg,27/05/1981,/marcelo-bonan/profil/spieler/52641,52641,"[2029, 10870, 7478, 1784]"
4988,Rainier,https://tmssl.akamaized.net//bilder/spielerfotos/D/I/s_92346_2029_2008_1.jpg,24/07/1989,/rainier/profil/spieler/92346,92346,[2029]
4989,Henrique,https://tmssl.akamaized.net//bilder/spielerfotos/J/o/s_67969_15656_2008_1.jpg,6/03/1980,/henrique/profil/spieler/67969,67969,"[2029, 3270]"
4990,Fábio Vidal,https://tmssl.akamaized.net//bilder/spielerfotos/B/V/s_101348_2029_2008_1.jpg,30/01/1978,/fabio-vidal/profil/spieler/101348,101348,[2029]
4991,Reinaldo,https://tmssl.akamaized.net//bilder/spielerfotos/s_80124_1751_2010_1.jpg,12/03/1976,/reinaldo/profil/spieler/80124,80124,"[2029, 1751]"
4992,Jardel,https://tmssl.akamaized.net//bilder/spielerfotos/g/D/s_112478_2029_2009_1.jpg,28/06/1986,/jardel/profil/spieler/112478,112478,"[2029, 10492, 291, 27214, 1693]"
4993,Sérgio Alves,https://tmssl.akamaized.net//bilder/spielerfotos/h/d/s_101349_2029_2008_1.jpg,23/04/1970,/sergio-alves/profil/spieler/101349,101349,[2029]
4994,Alex Gaibú,https://tmssl.akamaized.net//bilder/spielerfotos/s_101352_6347_2012_1.jpg,12/02/1977,/alex-gaibu/profil/spieler/101352,101352,"[2029, 10870, 6347, 22952]"
4995,Marcelo Brás,https://tmssl.akamaized.net//bilder/spielerfotos/p/N/s_112511_2029_2009_1.jpg,3/02/1981,/marcelo-bras/profil/spieler/112511,112511,"[2029, 1751, 16441]"
4996,Gustavo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,16/03/1979,/gustavo/profil/spieler/56061,56061,[2029]
4997,Rones,https://tmssl.akamaized.net//bilder/spielerfotos/M/Q/s_75912_2007_1.jpg,30/10/1982,/rones/profil/spieler/75912,75912,[2029]
4998,Rafael,https://tmssl.akamaized.net/images/portrait/header/default.jpg,4/07/1981,/rafael/profil/spieler/75914,75914,[2029]
4999,Dezinho,https://tmssl.akamaized.net//bilder/spielerfotos/s_75916_21829_2012_1.jpg,6/10/1978,/dezinho/profil/spieler/75916,75916,"[2029, 10870, 1134, 3973, 21829]"
5000,Esquerdinha,https://tmssl.akamaized.net//bilder/spielerfotos/W/g/s_76029_2007_1.jpg,4/04/1984,/esquerdinha/profil/spieler/76029,76029,[2029]
5001,Alex Bráz,https://tmssl.akamaized.net//bilder/spielerfotos/s_76066_6429_2012_1.jpg,14/09/1984,/alex-braz/profil/spieler/76066,76066,"[2029, 17561]"
5002,Leandro,https://tmssl.akamaized.net/images/portrait/header/76071-1447407588.jpg,29/12/1983,/leandro/profil/spieler/76071,76071,[2029]
5003,Michel Gaúcho,https://tmssl.akamaized.net//bilder/spielerfotos/r/T/s_56332_2007_1.jpg,18/05/1982,/michel-gaucho/profil/spieler/56332,56332,"[2029, 609, 7178, 10492]"
5004,Izaquiel,https://tmssl.akamaized.net//bilder/spielerfotos/K/X/s_76067_2007_1.jpg,17/04/1979,/izaquiel/profil/spieler/76067,76067,"[2029, 1753]"
5005,André,https://tmssl.akamaized.net//bilder/spielerfotos/E/H/s_76069_2007_1.jpg,25/01/1983,/andre/profil/spieler/76069,76069,[2029]
